userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_text
User_3166,,Terrible costumer service,1,0,4.543.10001,2024-12-11 22:55:31,,,4.543.10001,0,Negative
User_1215,,Rate to high,1,0,4.553.10000,2024-12-15 22:20:20,,,4.553.10000,0,Negative
User_1386,,"I was a big fan of Uber until tonight. I booked an Uber home from an event, a price and pickup time were quoted, then no driver was found. Several times, with ever increasing prices. After 45 minutes I got a ride on Lyft (for less than the original price that was never honoured). Uber, if you quote a price, honour it. If that means you have to pay drivers extra, then that's what you should do.",2,0,4.556.10005,2024-12-15 15:27:03,,,4.556.10005,0,Negative
User_4818,,"I had a bad experience today because when I copied the address I was going to and pasted it in, the Uber app sent the driver to the same address in a different city! I don't know why it did that, but it cost me extra time and money. The app didn't give me a chance to review the address before sending it out to potential drivers.",3,5,4.555.10003,2024-12-08 11:00:51,,,4.555.10003,0,Negative
User_546,,Very bad app.. Very expensive paying,1,0,,2024-12-17 13:17:30,,,,0,Negative
User_3048,,Worst customer support. Worst app. Fares are miscalculated but customer support is no use,1,0,4.555.10003,2024-12-12 06:28:37,,,4.555.10003,0,Negative
User_2135,,Takes forever to get a ride a lot of times and is the cost is unacceptable sometimes,3,0,4.555.10003,2024-12-14 04:03:07,,,4.555.10003,0,Negative
User_1941,,Exhorbitantly expensive. The uber fees charged are just insane. Sad these stuffs are not regulated by a regulatory body.,1,0,4.556.10005,2024-12-14 13:51:39,,,4.556.10005,0,Negative
User_11294,,"Capitalising at its peak.Offering normal fare to the riders far away and make us wait for long.And if we cancel it, then give us nearby drivers for 1.5 times more prices.I would suggest to install other platforms too so that you can decide at that time.",3,0,4.553.10000,2024-11-26 09:49:15,,,4.553.10000,0,Negative
User_1894,,"Uber was my favourite and have used it extensively for short and long distances but for the past some months it has become like one of the other apps in its category. The rates are on the higher side, the new promotional emails and notifications are fake, they don't actually provide discounts as claimed in this promos. The drivers are somewhat weird, one such driver stood at an incorrect location & waiting charges was billed.",3,56,4.556.10005,2024-12-14 15:43:56,,,4.556.10005,0,Negative
User_5809,,"Uber in India has no standard, especially when it comes to auto booking. They accept and cancel the bookings more faster than the speed of light. They have no sense and they understand no emergency of the passengers. Cancelling my 4 rides after accepting the bookings uber expects me to rate them!!! I would rather walk than taking an uber.",1,3,4.555.10003,2024-12-06 10:52:33,,,4.555.10003,0,Negative
User_4746,,"My experience is very bad with uber.Firstly,the driver confirm the pickup than cancle it at end time,also when uber gives discount no auto driver can come to pick up.",1,0,,2024-12-08 14:58:13,,,,0,Negative
User_4410,,"I hate this company, drivers run a gang to artificially drive up prices and ratings don't do anything. I hate that I have to use this.",1,0,4.555.10003,2024-12-09 06:59:38,,,4.555.10003,0,Negative
User_8750,,"PLEASE UPDATE YOUR MAPS!!!!Prices seem to grow exponentially sometimes, it seems like they are trying to reach infinity. It seems like the driver is the master of the ride and the passenger is bound to constantly be a victim in some scenarios. Drivers can leave you in the road when you really need to get somewhere in time and maybe you get your money back, maybe you loose your appointment or plane, but they are never sanctioned for their actions. Drivers can do what they want, no repercussions.",1,86,4.554.10001,2024-12-01 01:21:43,"Hey Andrei, we are sorry to hear about your concern here regarding the driver-partner. However, we want to take a closer look into this for you. Send in a quick note to t.uber.com/contact and we'll connect.",2020-03-13 15:45:07,4.554.10001,0,Negative
User_11263,,Good but little costly and take too much time to arrive the car.,4,0,4.553.10000,2024-11-26 11:02:19,,,4.553.10000,0,Negative
User_8269,,"Uber Egypt is the most expensive among all similar services, yet their service is terrible, and their customer service is useless!",1,0,4.526.10000,2024-12-01 21:29:10,,,4.526.10000,0,Negative
User_10335,,Extra charges are useless and not given a proper price for a trip,1,0,4.553.10000,2024-11-28 00:45:53,,,4.553.10000,0,Negative
User_4340,,"The feature to switch mode of payment has been redundant in India since the launch of the app. It is high time that Uber fix this bug. This leads to a high number of cancelations and drivers insisting on going directly without the app to meet their minimum cost. For riders this becomes difficult no one wants to be unfair to the drivers but, this also comes at the cost of safety of the riders.",3,44,4.555.10003,2024-12-09 10:48:34,,,4.555.10003,0,Negative
User_214,,"I don't like the cancelation fee to be honest. The fact I paid extra for priority pick up it said 6 minutes I waited 8,I know it's only 2 minutes but that's false advertising and no it wasn't the drivers fault yall just took extra change from me for nothing 😒. The price hikes are ridiculous some days which causes me to deny the service all together if I can't afford it but other then that it's a really nice app most people (drivers) are nice and personable most importantly reliable 💯",4,0,4.556.10005,2024-12-18 05:07:51,,,4.556.10005,0,Negative
User_11273,,"Very good service, But not any driver using cash. Also I have found rides costly as same my brother showing cheaper ride at the same time. I am going to remove this app.",2,0,4.553.10000,2024-11-26 10:34:03,,,4.553.10000,0,Negative
User_11765,,"TWICE in a row my order was rejected - but not 5 min after order, but 5 min before planned delivery. Different restaurants. Not really nice for a hungry person waiting. If you don't want to be disappointed, avoid at all cost",1,0,4.553.10000,2024-11-25 10:25:33,,,4.553.10000,0,Negative
User_193,,"It's very disappointing that you have suddenly raised the price for the rides, How can middle class people can afford high payments daily. I hope this app mainly made for those people, I hope you would consider this and make changes 🙏",3,0,,2024-12-18 06:36:54,,,,0,Negative
User_9398,,"Have you ever noticed that the price shown to you at the start of the ride is not the same as that charged after the trip? You are not alone. They do this all the time, charge way way more at the end (even if the route, distance and time is within the bounds). I would suggest, move to some other app instead of relying on these cheaters",1,0,,2024-11-29 22:28:29,,,,0,Negative
User_4700,,Decided to give you guys a chance. But 300% fare increase is abhorrent.,1,0,4.555.10003,2024-12-08 16:42:46,,,4.555.10003,0,Negative
User_8857,,"Very bad experience, after the trip the price changed and doubled the amount shown earlier. Probably won't use the services in the future.",1,0,4.550.10001,2024-11-30 21:09:54,,,4.550.10001,0,Negative
User_4526,,"Awful support, daughter abandoned on a dark road late at night by driver. Customer support are clearly corporate protection and not customer service focused. Try a different app if you care for you and yours safety",1,0,4.555.10003,2024-12-08 23:51:59,,,4.555.10003,0,Negative
User_3289,,Difficult to reach customer service. All is now AI operated which doesn't really resolve any issue you have. App is glitchy.,1,0,4.555.10003,2024-12-11 17:38:35,,,4.555.10003,0,Negative
User_3720,,"Customer service is the worse... they just don't care at all about the wrong doing of the drivers. Plus it's more expensive than other apps. And at least in my area, drivers have so many wrong doings like driving away without you just to collect the cancelation fee since the app makes it so complicated to complain about the drivers that a lot of people just let it go. Many of them are maniacs on the road and they get offended if you ask them to drive safely or they straight up ignore you.",1,2,4.555.10003,2024-12-10 18:14:39,,,4.555.10003,0,Negative
User_4166,,"Uber driver cancelled the trip, demanded triple the price and then took me to an ATM and demanded I take out even more money. When I reported this to Uber they offered me a 70 cent refund for the inconvenience. Be careful using this app in some places. The drivers may try to rob you and Uber will do nothing about it.",1,0,,2024-12-09 18:09:17,,,,0,Negative
User_3250,,Very pathetic experience with uber auto...always charging more what was showing in the app...5 to 10 rs is understood but the amount is changed by 80 to 150 rs everytime ...and the support department is more pathetic...they are pretending that they are giving back the same amount...but the amount you can not utilise in the next journey because they will increase the price while paying the bill... pathetic app ever....shame on you guys,1,1,4.555.10003,2024-12-11 19:30:20,,,4.555.10003,0,Negative
User_6936,,"Disgusting service. My trip is usually a 5 to 7 quid journey, on a Tuesday night I had to call a family member to pick me up, no one will take the trip and if they do they can cancel on me at any point, I do believe I'm being charged for cancelled trips as well. Drivers should carry out every trip they accept with no way for them to cancel until it is complete, I will no longer be using this pathetic excuse for a service, even if other options cost more, they're not stealing from me at least.",1,3,4.554.10001,2024-12-04 05:05:34,,,4.554.10001,0,Negative
User_3731,,Constantly changing prices. Outrageous wait times. Says ride is 4 mins away actually 20 mins. Then when you wait the driver still has the option to leave you waiting. NO RIDE!!!,2,0,4.555.10003,2024-12-10 17:44:13,,,4.555.10003,0,Negative
User_1812,,"High prices , in some areas there are more than 2x compare to other",2,0,,2024-12-14 18:54:22,,,,0,Negative
User_11767,,Service is getting worse by the month. This is a service I use daily. Quality of vechiles and drivers are getting worse and the pricing models fluctuate too wildly to be used reliably.,3,1,4.553.10000,2024-11-25 10:15:52,,,4.553.10000,0,Negative
User_9880,,"Overall ok. Just cannot understand why so many times it ""updates"" the price to a higher fare just seconds after you have confirmed the ride. Price should be fixed to the fare shown at booking time. App should not let the driver cancel the ride after he has confirmed the booking. Just makes you lose tim",4,1,4.554.10001,2024-11-29 00:36:24,,,4.554.10001,0,Negative
User_2006,,"Fare price me fraud karte hai yeh log , Drive long Route se leke jata hai or 500 ka price show kar ke 1000 rs le lete hai. please don't use uber, Uber se acha OLA HAI",1,0,4.472.10002,2024-12-14 11:03:44,,,4.472.10002,0,Negative
User_4796,,Good app but sometimes it's hard as hell to get a ride plus a lot of drivers like to take your ride then have u wait and then they cancel at the last min and it's not fare to us cause when we book a ride and then we cancel it we get charged a cancellation fee but again when the driver does it what perk do we get NOT A DAMN THING,5,0,4.545.10000,2024-12-08 12:07:19,,,4.545.10000,0,Negative
User_569,,"Today my friend praveen kumar did his 1st time trip in uber but they shows 50% offer but not reflected in uber auto drivers fare he asked the fare withount discount only because in his auto shows 82 ruppes show in the spare, but in my friend mobile its shows 41, what a big problem this issue also cant able to sort out by uber techinicial team ?",1,1,4.555.10003,2024-12-17 11:48:29,,,4.555.10003,0,Negative
User_1685,,They so cheap,5,0,4.556.10005,2024-12-14 23:54:36,,,4.556.10005,0,Negative
User_11959,,Recently I took an Uber and I accepted one fee that I could afford just to find out later that they had over chargede by $7.50 and when trying to reach them to talk about it they insisted on saying that I had agreed to the fictious price when I know without a doubt that I had not agreed and they refused to reimburse the extra fees that they had added they are getting away with robbery !!!!!!,1,0,,2024-11-24 23:25:31,,,,0,Negative
User_9997,,I am a regular user of Uber shuttle. Your fare is illegal and so expensive.,1,0,4.554.10001,2024-11-28 19:44:09,,,4.554.10001,0,Negative
User_8015,,Price gouging thieving sacks of $#/T!!,1,1,4.554.10001,2024-12-02 09:38:11,,,4.554.10001,0,Negative
User_1718,,SCAM!! They gave me Uber Cash and still charged my card. The promotions are a scam. Says 0.00 then 3 days later my card was charged. Only bots are available with limited info! Not to mention they change the amounts so its hard to dispute. Uber is only good for one time airport runs. The bank stated they are flooded with Uber disputes.,1,0,4.549.10000,2024-12-14 22:19:14,,,4.549.10000,0,Negative
User_762,,Horrendous business model They price gouge you constantly They cancel your trip many times and ask you to pay more to not have your trips cancelled before a driver comes pick you up Completely horrible greedy behaviour,1,0,4.556.10005,2024-12-16 22:33:15,,,4.556.10005,0,Negative
User_1777,,Last time I rated this app in 2020 it was 5*. Unfortunately 4 years later the service is far from ideal. Big issues with getting a ride accepted so drivers can ramp up the cost. Plenty of occasions where drivers accept and then cancel. I've even had a drivier cancel on me whilst on the street I was on! Uber need to do something to address reliability issues.,2,9,4.556.10005,2024-12-14 20:04:55,,,4.556.10005,0,Negative
User_3911,,Worst application. Useless promotional banners in the app and rider never books on time. No matter how they increase the price. Totally hated this application 👎👎👎👎👎,1,0,4.554.10001,2024-12-10 09:34:34,,,4.554.10001,0,Negative
User_3199,,"Crazy to me that when I got picked up at the airport, I was charged me $70 ish to travel at 1am across Dallas, no biggie there. But crazy part is the driver, the EMPLOYEE, only got $29 of that, and the rest went to Uber. That's f'in insane. STOP ACTING LIKE CORPORATE AND ACT FOR THE PEOPLE YOU. While the CEO gets paid more and more by the year, the employees get reduced pay or lack of increases as the years go by.",2,0,4.555.10003,2024-12-11 21:45:18,,,4.555.10003,0,Negative
User_11750,,Still frustrated that drivers are allowed to accept a ride and then reject it meaning you can wait longer and the price goes up,1,0,4.553.10000,2024-11-25 10:58:49,,,4.553.10000,0,Negative
User_5015,,"Ripoff Uber eats prices, they might as well change double.",2,0,4.554.10001,2024-12-07 23:57:04,,,4.554.10001,0,Negative
User_2906,,Good App. Garbage company. If you want long wait times for overpriced cold food with customer service which mine as well be non-existent you're about to download the right app.,1,1,4.556.10005,2024-12-12 14:27:38,,,4.556.10005,0,Negative
User_1332,,Never select payment method as wallet as I found Uber hikes the fare after completing ride. As long as I was using cash payment the initial estimate and final fare were same. The moment I switched to wallet based payment the final fare deducted from wallet was much higher than initial estimate. What AI Uber app is applying to deceive riders?,2,0,4.556.10005,2024-12-15 17:37:24,,,4.556.10005,0,Negative
User_2782,,"Inaccurate fares. When I ordered a car for the following day the price was 80. When the trip was completed the next day, the price was 122. NEVER USING UBER AGAIN!!!",1,0,4.555.10003,2024-12-12 20:17:07,,,4.555.10003,0,Negative
User_7710,,Its so expensive. The rate is unreasonable. Its like im going outside Doha with the fare rate!,1,0,4.554.10001,2024-12-02 19:55:10,,,4.554.10001,0,Negative
User_4840,,The app is very bad because it shows other rates and the driver charges more money,1,0,4.555.10003,2024-12-08 10:25:01,,,4.555.10003,0,Negative
User_9168,,You cannot rely on this app for accurate time of arrival estimates. You cannot cancel Uber One.,1,0,4.554.10001,2024-11-30 09:49:13,,,4.554.10001,0,Negative
User_239,,"App interface, menu, display, trip tracking is poor. Cab service is good and fare is not unacceptable in most cases except few instances.",3,0,4.556.10005,2024-12-18 02:38:45,,,4.556.10005,0,Negative
User_5418,,"Prices have been ridiculous lately and can't get rides, makes it useless",1,0,4.554.10001,2024-12-07 04:22:10,,,4.554.10001,0,Negative
User_5179,,"They openly cheat customers and lie about upfront pricing. They add all kinds of extra fees they add in at the end. Review your bill always. You have to keep disputing these cheats for their predatory cheating add ons. Also their priority pricing is an evil joke, often coming after rideshare. These people are unethical cheats mocking us",1,0,,2024-12-07 17:21:12,,,,0,Negative
User_5894,,Too expensive,1,0,4.544.10000,2024-12-06 05:55:38,,,4.544.10000,0,Negative
User_1818,,"This company says one fare but charges another to your credit card. If possible use Lyft, much more trustworthy.",1,0,4.555.10003,2024-12-14 18:40:16,,,4.555.10003,0,Negative
User_4402,,prices are good but we as a customer feel that rider doesn't accept the ride easily.,4,0,4.555.10003,2024-12-09 07:33:24,,,4.555.10003,0,Negative
User_11929,,Great request prices but the app is terribly slow,3,0,4.553.10000,2024-11-25 00:44:58,,,4.553.10000,0,Negative
User_10454,,Worst app I have ever seen The prices of the driver are always more than ola nd rapido Nd when I booked bike today the drivers cancelled the ride for 2 times,1,0,4.551.10000,2024-11-27 20:25:31,,,4.551.10000,0,Negative
User_2842,,very satisfied but price is so high,5,0,4.556.10005,2024-12-12 17:26:20,,,4.556.10005,0,Negative
User_10527,,The prices show on this app and the drivers are both different. When the destination has arrived I am unable to view the proper price and the auto driver has an increase amount from the initial amount shown in the app. Kindly rectify this issue.,3,1,4.553.10000,2024-11-27 18:15:09,,,4.553.10000,0,Negative
User_6304,,"When you schedule a ride in advance, they charge you, then cancel the ride and then charge your a se time for a higher price. Do not trust scheduling in advance. First time trying Uber. After this experience, I recommend going with other ride shares.",1,0,4.554.10001,2024-12-05 09:58:37,,,4.554.10001,0,Negative
User_4326,,"I booked a auto, initially showed a fare of 61, at payment time, I was charged 120 driver's shows his mobile it shows double amount going to uninstall the app",1,0,4.554.10001,2024-12-09 11:20:29,,,4.554.10001,0,Negative
User_4865,,I don't know whose at the fault for the situation I faced the amount generated after the ride is completely different from when booking and it's non negotiable after completing the ride I had to pay extra after my ride I had all these issues previously and literally stopped using uber and I just installed it back days before and the 3rd ride on justgave me a reason not to use it again and the thing is the price hike is only showing on the driver end and not mine and he did talk rude about it too,1,2,4.555.10003,2024-12-08 08:47:39,,,4.555.10003,0,Negative
User_5333,,the average cost is honestly just ridiculous not to mention if there any traffic what's so ever automatically 30-50$ for 1 20 min ride do not recommend,1,0,4.554.10001,2024-12-07 09:39:16,,,4.554.10001,0,Negative
User_9550,,Uber hikes up the price of rides if we look now and come back later. Overcharged me Rs.70,1,0,4.552.10000,2024-11-29 17:27:16,,,4.552.10000,0,Negative
User_5278,,Way too expensive for short rides,3,0,,2024-12-07 12:56:41,,,,0,Negative
User_212,,"Today I received a mail that if I am not used this app, my account will be deleted. Now it's your app so you can delete. But I faced some horrible incident , if I choose uber go option then it showed that ' finding driver '; some time your driver reject the drive. So what I can do? The other app also find helpful at that time. And lastly your price is so high than other app..",1,0,4.553.10000,2024-12-18 05:09:42,,,4.553.10000,0,Negative
User_9922,,"Very High Prices , not interested anymore",1,0,4.553.10000,2024-11-28 22:45:51,,,4.553.10000,0,Negative
User_10250,,"This is very bad,that few auto drivers charge more than the usual rate, initally the price was different and in the end of the ride(even though the driver had ended the ride prior to 100-200m from the destination),the price is showing else, how this is possible when the destination has also not reached and charge got increased?The auto driver's number plate was different and ride was going into his account.Very rude behavior of driver and abusive nature as well! Uber you need to work on it.",1,0,,2024-11-28 07:13:09,,,,0,Negative
User_10541,,Sometime when driver is not satisfied with uber app price they cancel ride after reach to pickup point and when ride get cancel without customer fault uber charge a channelling to customers which is not good at all uber should take any any against it 😠,1,0,4.553.10000,2024-11-27 17:46:53,,,4.553.10000,0,Negative
User_11650,,Terrible app for food. Had so many deliveries not turn up or arrive an hour after time.. Spend 100s a week getting taxis but can't refund 20 quid for a macdonalds that wasn't delivered. Disgusting way to treat loyal costumers,1,0,4.553.10000,2024-11-25 15:50:20,,,4.553.10000,0,Negative
User_11414,,"I booked an UberX cab earlier and it said the journey cost was £15.85 when it was booked, then the amount in the end subtotaled £16.39, £0.99p was added as a waiting time so it should have been £16.84 but I was charged £17.38 which I do not understand and the help options offer no solution, I read everything and do not see why the fare price changed. Also when first using the app I had to take a relative to hospital using a family account for payment, and they blocked my Uber account.",3,3,4.553.10000,2024-11-26 01:54:29,,,4.553.10000,0,Negative
User_2021,,I was quoted one price and charged more. Going back to Lyft,1,0,4.556.10005,2024-12-14 10:12:42,,,4.556.10005,0,Negative
User_3996,,I am now so frustrated with Uber and DoorDash both I can never ever get my orders right with these guys either one of these companies it is the same can't order a combo with a drink cause I never get the drink. The $5 ranch I ordered with the $50 I spent from Buffalo Wild WingsJust all over the bottom of the bag. I almost lost all my food through the bag cause it was just so soaked all around the food I want to dip my ranch not soaking my food in it. From my experience every attempt is awful.,1,1,4.554.10001,2024-12-10 03:19:36,,,4.554.10001,0,Negative
User_6706,,"The worst support system I've ever seen!! I've tried several times to take help from the support team, but everytime a same guy was there to help me without resolving my problem l.. Saying I've accelerated your concern , no mail support no senior support.. Disgusting apk!",1,1,4.554.10001,2024-12-04 15:43:20,,,4.554.10001,0,Negative
User_7968,,Useless app price hikes and scamming,1,2,4.554.10001,2024-12-02 11:11:18,,,4.554.10001,0,Negative
User_8592,,In coimbatore I had a Worst experience with uber auto they are demanding extra charge equal to half of the fare extra what's showing up on the app and when we ask them they are rude. I think you have look into this matter.,1,0,4.554.10001,2024-12-01 10:22:26,,,4.554.10001,0,Negative
User_6292,,The latest update of one pass is more troubling than helpfull. They only book top rated drivers under it and it's taking minimum 15 min to get any ride confirmed. Plus the drivers are usually more than 8min away. This was supposed to be helpful. Please don't buy Uber one pass.,1,2,4.554.10001,2024-12-05 10:29:40,,,4.554.10001,0,Negative
User_3870,,there is a glitch...in uber shuttle..my 5 free rides are completed..but still I can access free rides..it shows 0 fare when I am trying to book an shuttle,3,0,4.555.10003,2024-12-10 11:17:45,,,4.555.10003,0,Negative
User_6232,,Worst experience almost 3 to 4 cab drivers cancelled the can again and again not going to use this aap again location fetching is also not acurate and fast,1,0,,2024-12-05 12:58:23,,,,0,Negative
User_2469,,Customer service has been very disappointing lately. I reported a package driver and I saw on the app that the driver made a 30 minute stop elsewhere. I called the driver and he proceeds to lie and tell me he is stuck on the N2 traffick at 1pm!!! I reported this because the price went up almost double the amount and Uber never resolved that issue. I am so close to deleting my Uber account and never using it ever again.,2,1,4.556.10005,2024-12-13 12:53:37,,,4.556.10005,0,Negative
User_11253,,"Chip low price rides poor pipels cost price Uber, Plz impru standard price rich haifai cost",1,0,4.553.10000,2024-11-26 11:29:13,,,4.553.10000,0,Negative
User_5472,,"Set pick up point, scroll map, pick up point remains where it was on the screen. A pretty fundamental bug in software that Is supposed to help you meet with drivers. If I could rate 0/5 I would. Near useless.",1,3,4.555.10003,2024-12-07 00:38:56,,,4.555.10003,0,Negative
User_3311,,All time driver ask price destination and ask extra amount ask for cancel ride from my side we are late if cancel than required penalty charge from us I never use Uber after today I am using Uber last 3 years but uninstall the app forever no rule is there,1,0,,2024-12-11 16:30:37,,,,0,Negative
User_4932,,Everytime I try to book a ride the app closes on its own. Uber needs to update their maps. This app frustrates me!!!!,2,0,,2024-12-08 05:11:04,,,,0,Negative
User_4059,,Horrible and expensive,1,0,4.555.10003,2024-12-09 23:19:08,,,4.555.10003,0,Negative
User_1804,,It's busy so fares are a lot higher then usual that's what they say way too much a 15 dollar ride is 45 no way I work to hard for that I will stick to the bus,1,0,4.556.10005,2024-12-14 19:20:24,,,4.556.10005,0,Negative
User_8410,,Horrible. Wants you to pay more fore a faster ride so if there's no one around how are you offering a faster ride for more money ? And got stuck in traffic and needed to pay more than the pick up price at the end .also if it's raining the price goes up more than double??,1,0,,2024-12-01 16:37:09,,,,0,Negative
User_5285,,Drivers are late and can just ignore you because they have a technical issue. Ride price changes in the middle of the ride. There are better alternatives indeed,1,0,4.488.10001,2024-12-07 12:21:21,,,4.488.10001,0,Negative
User_6628,,"I am extremely disappointed with Uber's surge pricing. Recently, I encountered fares that were 50 times higher than normal, which is simply unacceptable. This kind of pricing means that one ride could cover my transportation costs for four days! It's frustrating to see prices skyrocket just when I need a ride the most. I will be reconsidering my options for transportation in the future and may not book an Uber again if this trend continues.",1,65,4.554.10001,2024-12-04 18:49:20,,,4.554.10001,0,Negative
User_3496,,"This app is a joke. It's charging me for past orders from over 6 months ago. When requested help in the help part, there is no answer for days. Gonna have to call my credit card and dispute the charges. Their help number doesn't even work anymore. They overcharge you on rides after giving you an agreed upon price and not by a couple of bucks but sometimes by 50-60 dollars. Feels more like a scam than anything now a days",1,2,4.555.10003,2024-12-11 06:14:16,,,4.555.10003,0,Negative
