username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat,appversion,sentiment_score,sentiment
User_2830,,Pricing algorithm is nonesense,1,0,,2024-12-12 18:06:14,,,,0.0,neutral
User_3039,,"""WOULD BE"" A 5⭐ APP ""IF"" your navigation software didn't SUCK & you weren't SOOO EXPENSIVE !!!!",3,0,,2024-12-12 07:19:17,,,,0.6269,positive
User_3093,,TO EXPENSIVE,1,0,4.556.10005,2024-12-12 03:10:31,,,4.556.10005,0.0,neutral
User_3108,,"good app, geting roo expensive",4,0,,2024-12-12 01:51:45,,,,0.4404,positive
User_3139,,"Worst app . Expensive taxi, drivers not accepting trips. How many times tried to use Uber never get driver that London. Bristol all Uber in Toyota. You wan execute you waiting long. Probably not a lot drivers are really working for Uber. Shame. It's not worth local taxis cheaper and quicker, local taxis you can find any city",1,0,,2024-12-12 00:11:19,,,,-0.8845,negative
User_3189,,"Often very hard to get someone to accept a journey, despite living next to a main road, requesting a reasonable trip, and having a good rating. Surge pricing is ridiculous. Overall, very disappointing and making want to just have my own car again.",1,1,4.555.10003,2024-12-11 22:01:03,,,4.555.10003,-0.223,negative
User_3300,,"A normally trip for me is 13 or 15, but from December it is too expensive same trip 35 or 39 dolas. No way",1,0,,2024-12-11 17:03:05,,,,-0.4215,negative
User_3574,,"Drivers cancel orders one after another, better use Bolt.. it îs more expensive but more professional",1,0,4.555.10003,2024-12-11 00:20:10,,,4.555.10003,0.1154,positive
User_3613,,Not a useful app always expensive.,1,0,4.555.10003,2024-12-10 22:24:48,,,4.555.10003,-0.3412,negative
User_3616,,Very disappointed for this no customer suuport rides are too expensive i preferred ola and Rapido,1,0,4.516.10000,2024-12-10 22:16:19,,,4.516.10000,-0.6801,negative
User_3720,,"Customer service is the worse... they just don't care at all about the wrong doing of the drivers. Plus it's more expensive than other apps. And at least in my area, drivers have so many wrong doings like driving away without you just to collect the cancelation fee since the app makes it so complicated to complain about the drivers that a lot of people just let it go. Many of them are maniacs on the road and they get offended if you ask them to drive safely or they straight up ignore you.",1,2,4.555.10003,2024-12-10 18:14:39,,,4.555.10003,-0.9197,negative
User_3944,,Expensive and mid,1,0,4.555.10003,2024-12-10 07:49:04,,,4.555.10003,0.0,neutral
User_4059,,Horrible and expensive,1,0,4.555.10003,2024-12-09 23:19:08,,,4.555.10003,-0.5423,negative
User_4094,,"really poor service at such a busy time drivers are ignoring requests for rides in order to get the more expensive option and THEN try and acceptthe ride to attend. while I appreciate times can be busy, to have NO ONE pick up is ridiculous. I have never waited an hr for an uber, even in busy times, since I started using them and this is poor customer service.",2,0,4.555.10003,2024-12-09 21:37:01,,,4.555.10003,-0.8985,negative
User_4144,,Terrible experience with surge pricing in India. I've never experienced this with an Uber in other countries.,1,0,4.555.10003,2024-12-09 19:12:13,,,4.555.10003,-0.4767,negative
User_4250,,Nice app for travelling both long and short distance but one concern is that cabs sometimes are quite too expensive to afford,4,0,,2024-12-09 14:38:39,,,,0.2263,positive
User_4286,,"Try fast and high fare ,over all best",5,0,,2024-12-09 13:03:07,,,,0.6369,positive
User_4401,,1) make it kinda harder to cancel rides by asking you many times. i distinctly remember cancelling a ride only to look at my phone and see that the driver was waiting for me. now I have to pay cancellation fees even tho i cancelled during the matching process before a driver was assigned to me. 2) more expensive that other platforms.,1,1,4.555.10003,2024-12-09 07:34:31,,,4.555.10003,-0.6041,negative
User_4428,,Too expensive and bad customer service,2,0,4.555.10003,2024-12-09 05:46:51,,,4.555.10003,-0.5423,negative
User_4438,,"A bit expensive, but I can't complain about the service. Good, fast and comfortable. 10/10 definitively.",5,0,,2024-12-09 04:52:25,,,,0.8993,positive
User_4460,,Good but expensive,4,0,4.555.10003,2024-12-09 03:34:36,,,4.555.10003,0.2382,positive
User_4517,,Too much money goes to Uber for the transaction that its very expensive and the drivers don't even get paid that much,1,0,,2024-12-09 00:10:53,,,,0.0,neutral
User_4618,,"Terrible app for people with Adhd or tend to be forgetful!!!!!!! I left something brand new in a taxi and I had to PAY £20 to get it back! Not only that, once your trips ended you can no longer contact them to let them know!! They 10000% would have kept it, no doubt in my mind, and it was for work and was expensive, I do not recommend the prices go up and down like crazy yes it's good when it's cheap but its not good when it goes to 58 pound for a £15 trip! They seemed nice in the car till that",1,15,4.555.10003,2024-12-08 20:16:01,,,4.555.10003,-0.3598,negative
User_4721,,Why do you suggest a more expensive ride? Also shorter rides are more expensive than longer ones.. it feels unfair. I'm writing this here because you don't make it easy to tell you directly,3,0,4.555.10003,2024-12-08 15:50:31,,,4.555.10003,-0.6711,negative
User_5002,,Uber I ordered and waited for suddenly disappeared from the app leaving me to pay more for a priority one. Not the first time.... Uber usually more expensive than local firms. Driver and journey fine but the company does not impress.,2,0,4.555.10003,2024-12-08 00:22:58,,,4.555.10003,-0.5202,negative
User_5064,,Works very well. Not a fan of dynamic pricing..,4,0,4.555.10003,2024-12-07 21:58:32,,,4.555.10003,0.4644,positive
User_5116,,Drivers are very slow to turn up now so they can upsell you a more expensive trip. Very cynical.,1,0,4.555.10003,2024-12-07 20:00:29,,,4.555.10003,-0.4391,negative
User_5278,,Way too expensive for short rides,3,0,,2024-12-07 12:56:41,,,,0.0,neutral
User_5405,,Very expensive,3,0,4.555.10003,2024-12-07 05:25:54,,,4.555.10003,0.0,neutral
User_5438,,Heard about lawsuits and expensive rides so never tried,1,0,,2024-12-07 02:58:56,,,,-0.1531,negative
User_5620,,"Years of using this app and it has always been fast to get a taxi, within like 4 mins TOPS but now they randomly added a pay more and get a taxi faster option and now I have waited over 20-30 minutes for a taxi? Yeah that seems legitimate and not like a money grabbing scam at all, it's already way more expensive than any other taxi firm but this is just disgusting.",1,2,4.554.10001,2024-12-06 19:00:26,,,4.554.10001,-0.8338,negative
User_5894,,Too expensive,1,0,4.544.10000,2024-12-06 05:55:38,,,4.544.10000,0.0,neutral
User_5910,,Too expensive And bad drivers,1,0,4.555.10003,2024-12-06 04:24:26,,,4.555.10003,-0.5423,negative
User_5912,,Gee there seems to be a LOT of 'surge pricing' going on... Greedy scamming bastards,1,0,4.555.10003,2024-12-06 04:13:04,,,4.555.10003,-0.743,negative
User_6044,,"Horrible experience! Scamming money out of customers by showing high fare! Showed a difference of approx Rs.1000 when I booked the cab and when it cab dropped me off. Raised complaint, the difference was paid back to wallet! Why? To get scammed again and use my extra Rs.1000 on uber only? Getting a confirmed order of Rs.1000 again? Raised issue again, They said I will receive refund through payment link to redeem amount in 7 days, it's been 7 days, no amount refunded to my source account!",1,1,4.554.10001,2024-12-05 20:40:35,,,4.554.10001,-0.8627,negative
User_6095,,"Charging extra fees for nothing, cant order in time, expensive, not worth it",1,0,,2024-12-05 18:49:37,,,,-0.1695,negative
User_6297,,"Depending on the network connectivity and coverage, it might or might not work! Can be unreliable during any circumstance. Caveat Emptor! Update 18-apr-24: The dynamic pricing is pathetically skewed so no drivers want to accept low fare rides for a 30 km distance in the Navi Mumbai area, the app support function is HORRIBLE!!!Update05-DEC-24: Finding an uber is the worst experience now for us, with drivers either cancelling or asking if we can pay them in cash.",1,3,4.555.10003,2024-12-05 10:15:09,"Hey, please note that as the app performs all of it's functions using the internet, it requires a strong internet connection throughout to operate smoothly. Therefore, we request you to stay connected to the internet via a strong and fast connection for the best usage of the Uber app. For any further queries, write to us at t.uber.com/contact",2018-02-07 11:33:17,4.555.10003,-0.8276,negative
User_6380,,Surge pricing should be illegal. I am not paying quadruple what my ride is worth.,1,1,4.554.10001,2024-12-05 06:05:12,,,4.554.10001,-0.4019,negative
User_6435,,They charged me double the price for a ride without me accepting any extra fee and they didn't even have an agent for support. All I could do was look at the frequently asked questions. Double the price of an already expensive ride is not a joke.,1,0,4.553.10000,2024-12-05 02:05:49,,,4.553.10000,-0.2896,negative
User_6628,,"I am extremely disappointed with Uber's surge pricing. Recently, I encountered fares that were 50 times higher than normal, which is simply unacceptable. This kind of pricing means that one ride could cover my transportation costs for four days! It's frustrating to see prices skyrocket just when I need a ride the most. I will be reconsidering my options for transportation in the future and may not book an Uber again if this trend continues.",1,65,4.554.10001,2024-12-04 18:49:20,,,4.554.10001,-0.862,negative
User_6877,,"Uber is reasonably priced mostly, but can get pretty expensive when low on drivers. They are always reliable, but I just wish that they had a flat rate.",3,0,,2024-12-04 08:27:18,,,,0.7351,positive
User_6885,,Good but Expensive. for Family Travel best package,5,0,4.554.10001,2024-12-04 08:03:08,,,4.554.10001,0.8294,positive
User_6912,,"Significantly more expensive than other rideshare apps like Didi & legitimate safety concerns not taken seriously - have experienced drivers cancel my trip after I'm already in their car and request I bank transfer them for a ride as they ""already saw my destination and are going that way anyway""...",1,0,4.257.10002,2024-12-04 06:23:19,,,4.257.10002,0.5883,positive
User_6928,,Very expensive for a short ride of 20 min......almost $50/ not good,2,0,,2024-12-04 05:41:13,,,,-0.3412,negative
User_6934,,"When you deliver a packge if you don't select Express, it can take quite some time, like looking for a driver when you're already at the time of pickup, but expresses the way to go because they don't have any other stops, rides can be expensive at times, or drivers skipping over you because you're not going far enough for their liking, other than those it's fairly decent",4,0,,2024-12-04 05:09:48,,,,0.5472,positive
User_7179,,Very Expensive and long waits. If I have to wait extreme times it should be cheaper. USE lyft their prices never go extreme and they got fixed rates now. BYE UBER UNFAIR PRICING AND LONG WAITS,1,0,4.554.10001,2024-12-03 18:14:24,,,4.554.10001,-0.7058,negative
User_7548,,Service has become poorer and poorer over the time. Algorithm are geared toward maximum profit for the firm with zero regard for the customer. The drives are now expensive most of the time 3 times. And algorithm pushes to book expensive category or otherwise scares for extra wait time.,1,0,1.41.10000,2024-12-03 01:11:26,,,1.41.10000,-0.5423,negative
User_7710,,Its so expensive. The rate is unreasonable. Its like im going outside Doha with the fare rate!,1,0,4.554.10001,2024-12-02 19:55:10,,,4.554.10001,0.4199,positive
User_8095,,My car broken down and had a booked.doctors visit. 11km ride to langwarrin cost 31.00 approx this is a bit expensive for pensioners maybe pensioner discount would help. Driver was very nice and helpful,4,0,4.554.10001,2024-12-02 06:17:43,,,4.554.10001,0.6962,positive
User_8116,,"During walking to the pickup location ride for $10 more expensive, and then driver is not 3 minutes, but 10 minutes away. Nice algorithmic scam, well played Uber.",1,0,4.554.10001,2024-12-02 05:12:38,,,4.554.10001,0.5267,positive
User_8269,,"Uber Egypt is the most expensive among all similar services, yet their service is terrible, and their customer service is useless!",1,0,4.526.10000,2024-12-01 21:29:10,,,4.526.10000,-0.7345,negative
User_8516,,A new scam is started where in company shut the vehicle on the road an the care doesn't start an the drivers make u get off an mark the trip as completed when it it not when a car breaks down but u dont have an idea if the car is broken down or they have shut on purpose am sure many have put reviews but uber doesn't care not a reliable source of commute also expensive,1,0,4.554.10001,2024-12-01 12:59:46,,,4.554.10001,-0.7438,negative
User_8639,,"Pretty expensive, but works well and quickly when it's your only option for a ride. Very useful.",5,0,4.554.10001,2024-12-01 08:05:44,,,4.554.10001,0.7869,positive
User_8671,,Expensive,2,0,4.553.10000,2024-12-01 06:15:04,,,4.553.10000,0.0,neutral
User_8678,,"Two great rides today, easy and less expensive than a taxi.",5,0,4.554.10001,2024-12-01 05:59:22,,,4.554.10001,0.7906,positive
User_8846,,Very good not so expensive,5,0,,2024-11-30 21:32:53,,,,0.4927,positive
User_8870,,Expensive,5,0,4.554.10001,2024-11-30 20:36:20,,,4.554.10001,0.0,neutral
User_9114,,"UPDATE: 3 TO 1: just checked uber. 31 dollars for a 4 minute drive vs Lyft's 5. Uber is a joke. Lyft is the exact same service but cheaper even without the extremely helpful price lock system. I still use uber occasionally, but I'm beginning to trust lyft to provide the same service for 40% less the price. The gouging on surge prices uber uses is just, it's just absurd. It's far more expensive on average in a city, and even rural trips are just more without surge. Uber is joke.",1,0,4.550.10001,2024-11-30 11:50:52,,,4.550.10001,0.7249,positive
User_9183,,"It's more expensive than at regular taxi cab. And if you cancel the driver coming at you, you have to pay a part of the ride, even when the driver takes forever to arrive.",1,0,4.552.10000,2024-11-30 09:09:13,,,4.552.10000,-0.34,negative
User_9224,,Too expensive,1,0,4.554.10001,2024-11-30 07:14:25,,,4.554.10001,0.0,neutral
User_9277,,"Used to be a decent service, now it's just too expensive just for a single ride down the street. Half the time the car is different or the actual driver is not the same person.",1,0,4.554.10001,2024-11-30 03:45:53,,,4.554.10001,0.0,neutral
User_9296,,"Make sure all your card information has been updated with the provider for more than a day, take the 10 mins to set up your account and bingo bango everything is super easy and fast. I mean everything!! Kinda expensive for rides, but really convenient!",5,1,4.554.10001,2024-11-30 02:48:10,,,4.554.10001,0.7119,positive
User_9426,,"Very convenient app, sometimes exaggerates on the price, reserved prices shouldn't be more expensive than realtime rides.",3,0,4.553.10000,2024-11-29 21:36:29,,,4.553.10000,-0.1531,negative
User_9502,,"My worldwide taxi bit high fare as compared to local app, uber can work on single debit card for all countries for frequent traveler like me",4,0,4.554.10001,2024-11-29 19:21:39,,,4.554.10001,0.3612,positive
User_9597,,Some driver can not read maps. With that being said Some chose a pick up which is 20 min away from where they are it dies not make sense at all Uber is expensive. Most time the wait is very long Some driver play radio or music loud. Some driver are very polite. Some cars are very clean whilst others are.....,2,1,4.554.10001,2024-11-29 15:53:24,,,4.554.10001,0.659,positive
User_9798,,Uber drivers asks for a high fare while the price displayed when we order ride,3,0,,2024-11-29 06:48:41,,,,0.0,neutral
User_9992,,"The later the ride the less expensive it's supposed to be because it's off peak. Not more expensive. Ya'll created this app to save people time and money, yet all you are accomplishing is wasting people's time and costing people more money. Do better.",1,3,4.554.10001,2024-11-28 20:07:57,,,4.554.10001,0.712,positive
User_9997,,I am a regular user of Uber shuttle. Your fare is illegal and so expensive.,1,0,4.554.10001,2024-11-28 19:44:09,,,4.554.10001,-0.5574,negative
User_10188,,Very high fare compare to other applications,1,0,4.553.10000,2024-11-28 11:02:35,,,4.553.10000,0.0,neutral
User_10439,,"Expensive at times, overall great",5,0,4.553.10000,2024-11-27 20:56:32,,,4.553.10000,0.6249,positive
User_10477,,Expensive,3,0,4.553.10000,2024-11-27 19:32:19,,,4.553.10000,0.0,neutral
User_10664,,"No longer reliable like it used to be. The rides take longer than the bus trip, it's too expensive and the drivers complain of poverty which means the company got greedy",3,0,4.553.10000,2024-11-27 13:02:28,,,4.553.10000,-0.7783,negative
User_10683,,Uber shuttle Driver did not stop at the location and despite calling him there was no response. Firstly the bus was late and then he drives past without stopping or even picking the call. Understand that you are offering a promotional free ride but doesn't count if the service is not serving the purpose. I wasted 30 min and had to make expensive travel arrangement to reach on time for another meeting. Poor service from Uber. Will not recommend Uber shuttle service.,1,7,4.553.10000,2024-11-27 12:10:32,,,4.553.10000,-0.8791,negative
User_10705,,Too expensive and no support number to call I will switch to another app,1,0,4.553.10000,2024-11-27 11:07:43,,,4.553.10000,-0.357,negative
User_10931,,"The company has become robotic, expensive, uncaring.",1,0,4.552.10000,2024-11-26 23:32:21,,,4.552.10000,0.0,neutral
User_11211,,"Absolutely shocking how this app has just been solely designed to rip people off. Thats the main part, getting a taxi is secondary. Surge pricing because Uber dont have enough driver customers pays more, no economy cars but pay more and well get you a taxi no worries. Its a joke.",2,0,4.553.10000,2024-11-26 13:10:28,,,4.553.10000,0.6728,positive
User_11368,,Quick and not expensive cars taxis,5,0,4.553.10000,2024-11-26 04:53:11,,,4.553.10000,0.0,neutral
User_11398,,Too damned expensive,1,0,4.553.10000,2024-11-26 03:18:29,,,4.553.10000,-0.3818,negative
User_11432,,"Horrendous service, wait time of half an hour just to have 2 drivers cancel and then have to cancel and book a more expensive option and no refunds",1,0,4.553.10000,2024-11-26 00:53:27,,,4.553.10000,-0.8402,negative
User_11488,,"Drivers simply don't want to work. No one takes the ride and what was supposed to be a fast solution to public transportation is slowly becoming another problem. Also, changing the fare for a more expensive one in the middle of a search for ""faster pickups"" is pure dishonesty. 2 stars for the good drivers that still want to work",2,3,4.553.10000,2024-11-25 22:03:59,,,4.553.10000,0.0971,positive
User_11502,,Very expensive,3,0,4.552.10000,2024-11-25 21:31:30,,,4.552.10000,0.0,neutral
User_11906,,Safe and well organized even a little bit more expensive than other apos,5,0,4.552.10000,2024-11-25 01:51:39,,,4.552.10000,0.6124,positive
User_11986,,"This company uses unethical methods of having you pay more than you think you are paying. They use the ""a foot in the door"" method by listing cheap options, cancelling the option you've already paid for, then giving you more expensive options. Uber has a terrible customer service, and it is almost impossible to find information. For Uber Car Kind You Uber",1,7,4.553.10000,2024-11-24 22:19:09,,,4.553.10000,-0.4186,negative
